query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
SRR606249,class,0.031,Bacteria;Bacteroidetes;Bacteroidia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.032,13322000,0.894,7462785
SRR606249,class,0.030,Bacteria;Chlorobi;Chlorobia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.062,12742000,0.893,7462785
SRR606249,class,0.029,Bacteria;Proteobacteria;Alphaproteobacteria,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.067,12461000,0.892,7462785
SRR606249,class,0.027,Bacteria;Chloroflexi;Chloroflexia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.031,11653000,0.890,7462785
SRR606249,class,0.026,Bacteria;Firmicutes;Clostridia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.041,11244000,0.889,7462785
SRR606249,class,0.025,Bacteria;Actinobacteria;Actinobacteria,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.021,10428000,0.887,7462785
SRR606249,class,0.024,Archaea;Crenarchaeota;Thermoprotei,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.073,10347000,0.887,7462785
SRR606249,class,0.022,Bacteria;Proteobacteria;Deltaproteobacteria,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.046,9466000,0.885,7462785
SRR606249,class,0.018,Bacteria;Proteobacteria;Gammaproteobacteria,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.011,7826000,0.879,7462785
SRR606249,class,0.017,Bacteria;Planctomycetes;Planctomycetia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.089,7039000,0.876,7462785
SRR606249,class,0.015,Bacteria;Aquificae;Aquificae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.039,6428000,0.874,7462785
SRR606249,class,0.013,Archaea;Euryarchaeota;Methanomicrobia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,5422000,0.869,7462785
SRR606249,class,0.012,Archaea;Euryarchaeota;Methanococci,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.025,4962000,0.866,7462785
SRR606249,class,0.011,Bacteria;Gemmatimonadetes;Gemmatimonadetes,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.038,4629000,0.864,7462785
SRR606249,class,0.011,Bacteria;Deinococcus-Thermus;Deinococci,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.013,4580000,0.864,7462785
SRR606249,class,0.010,Bacteria;Thermotogae;Thermotogae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.074,4257000,0.862,7462785
SRR606249,class,0.010,Bacteria;Acidobacteria;Acidobacteriia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.031,4167000,0.861,7462785
SRR606249,class,0.009,Archaea;Euryarchaeota;Halobacteria,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,3932000,0.860,7462785
SRR606249,class,0.008,Archaea;Euryarchaeota;Thermococci,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.037,3578000,0.857,7462785
SRR606249,class,0.007,Bacteria;Spirochaetes;Spirochaetia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.017,2848000,0.851,7462785
SRR606249,class,0.006,Bacteria;Verrucomicrobia;Verrucomicrobiae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,2701000,0.849,7462785
SRR606249,class,0.005,Archaea;Euryarchaeota;Archaeoglobi,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.024,2139000,0.843,7462785
SRR606249,class,0.005,Bacteria;Proteobacteria;Epsilonproteobacteria,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,2024000,0.842,7462785
SRR606249,class,0.005,Bacteria;Firmicutes;Bacilli,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,1997000,0.841,7462785
SRR606249,class,0.004,Bacteria;Dictyoglomi;Dictyoglomia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,1839000,0.839,7462785
SRR606249,class,0.004,Archaea;Euryarchaeota;Methanopyri,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,1631000,0.836,7462785
SRR606249,class,0.001,Bacteria;Fusobacteria;Fusobacteriia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.001,270000,0.789,7462785
SRR606249,class,0.563,unclassified,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.108,239069000,,7462785
SRR606249,order,0.045,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.027,19187000,0.905,7462785
SRR606249,order,0.031,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.032,13322000,0.894,7462785
SRR606249,order,0.030,Bacteria;Chlorobi;Chlorobia;Chlorobiales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.062,12742000,0.893,7462785
SRR606249,order,0.025,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.021,10428000,0.887,7462785
SRR606249,order,0.024,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.064,10335000,0.887,7462785
SRR606249,order,0.018,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.011,7826000,0.879,7462785
SRR606249,order,0.018,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.028,7588000,0.878,7462785
SRR606249,order,0.017,Bacteria;Cyanobacteria;;Nostocales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.023,7288000,0.877,7462785
SRR606249,order,0.017,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.089,7039000,0.876,7462785
SRR606249,order,0.016,Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.014,6604000,0.874,7462785
SRR606249,order,0.015,Bacteria;Aquificae;Aquificae;Aquificales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.039,6428000,0.874,7462785
SRR606249,order,0.015,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.044,6384000,0.873,7462785
SRR606249,order,0.013,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.019,5691000,0.870,7462785
SRR606249,order,0.013,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,5422000,0.869,7462785
SRR606249,order,0.012,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.017,5049000,0.867,7462785
SRR606249,order,0.012,Archaea;Euryarchaeota;Methanococci;Methanococcales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.025,4962000,0.866,7462785
SRR606249,order,0.011,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.038,4629000,0.864,7462785
SRR606249,order,0.010,Bacteria;Thermotogae;Thermotogae;Thermotogales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.074,4257000,0.862,7462785
SRR606249,order,0.010,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.031,4167000,0.861,7462785
SRR606249,order,0.009,Archaea;Euryarchaeota;Halobacteria;Haloferacales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,3932000,0.860,7462785
SRR606249,order,0.009,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.027,3775000,0.859,7462785
SRR606249,order,0.009,Bacteria;Firmicutes;Clostridia;Clostridiales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.012,3656000,0.858,7462785
SRR606249,order,0.008,Archaea;Euryarchaeota;Thermococci;Thermococcales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.037,3578000,0.857,7462785
SRR606249,order,0.008,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.006,3201000,0.854,7462785
SRR606249,order,0.007,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.017,2848000,0.851,7462785
SRR606249,order,0.006,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.032,2727000,0.850,7462785
SRR606249,order,0.006,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,2701000,0.849,7462785
SRR606249,order,0.006,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.026,2679000,0.849,7462785
SRR606249,order,0.005,Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.024,2139000,0.843,7462785
SRR606249,order,0.005,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.002,2126000,0.843,7462785
SRR606249,order,0.005,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,2024000,0.842,7462785
SRR606249,order,0.005,Bacteria;Firmicutes;Bacilli;Lactobacillales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,1997000,0.841,7462785
SRR606249,order,0.004,Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,1839000,0.839,7462785
SRR606249,order,0.004,Archaea;Euryarchaeota;Methanopyri;Methanopyrales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,1631000,0.836,7462785
SRR606249,order,0.003,Bacteria;Deinococcus-Thermus;Deinococci;Thermales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.006,1379000,0.831,7462785
SRR606249,order,0.003,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.003,1284000,0.829,7462785
SRR606249,order,0.001,Archaea;Nanoarchaeota;;Nanoarchaeales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.013,431000,0.801,7462785
SRR606249,order,0.001,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.001,270000,0.789,7462785
SRR606249,order,0.544,unclassified,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.072,231350000,,7462785
SRR606249,family,0.030,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.062,12742000,0.893,7462785
SRR606249,family,0.026,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.024,11214000,0.889,7462785
SRR606249,family,0.025,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.021,10428000,0.887,7462785
SRR606249,family,0.024,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.064,10335000,0.887,7462785
SRR606249,family,0.022,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,9304000,0.884,7462785
SRR606249,family,0.018,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.011,7826000,0.879,7462785
SRR606249,family,0.017,Bacteria;Cyanobacteria;;Nostocales;Nostocaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.023,7288000,0.877,7462785
SRR606249,family,0.017,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.089,7039000,0.876,7462785
SRR606249,family,0.016,Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.014,6604000,0.874,7462785
SRR606249,family,0.015,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.044,6384000,0.873,7462785
SRR606249,family,0.013,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.019,5691000,0.870,7462785
SRR606249,family,0.013,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,5422000,0.869,7462785
SRR606249,family,0.013,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.022,5378000,0.869,7462785
SRR606249,family,0.012,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.007,5140000,0.867,7462785
SRR606249,family,0.012,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.017,5049000,0.867,7462785
SRR606249,family,0.011,Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.025,4833000,0.866,7462785
SRR606249,family,0.011,Bacteria;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.038,4629000,0.864,7462785
SRR606249,family,0.010,Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.074,4257000,0.862,7462785
SRR606249,family,0.010,Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.031,4167000,0.861,7462785
SRR606249,family,0.009,Archaea;Euryarchaeota;Halobacteria;Haloferacales;Haloferacaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,3932000,0.860,7462785
SRR606249,family,0.009,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.027,3775000,0.859,7462785
SRR606249,family,0.009,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.012,3656000,0.858,7462785
SRR606249,family,0.008,Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.037,3578000,0.857,7462785
SRR606249,family,0.008,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.015,3283000,0.855,7462785
SRR606249,family,0.008,Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.006,3201000,0.854,7462785
SRR606249,family,0.007,Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.017,2848000,0.851,7462785
SRR606249,family,0.006,Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.032,2727000,0.850,7462785
SRR606249,family,0.006,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,2701000,0.849,7462785
SRR606249,family,0.006,Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.026,2679000,0.849,7462785
SRR606249,family,0.005,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.006,2210000,0.844,7462785
SRR606249,family,0.005,Archaea;Euryarchaeota;Archaeoglobi;Archaeoglobales;Archaeoglobaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.024,2139000,0.843,7462785
SRR606249,family,0.005,Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.002,2126000,0.843,7462785
SRR606249,family,0.005,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,2108000,0.843,7462785
SRR606249,family,0.005,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,2024000,0.842,7462785
SRR606249,family,0.005,Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,1997000,0.841,7462785
SRR606249,family,0.004,Bacteria;Dictyoglomi;Dictyoglomia;Dictyoglomales;Dictyoglomaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,1839000,0.839,7462785
SRR606249,family,0.004,Archaea;Euryarchaeota;Methanococci;Methanococcales;Methanocaldococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,1679000,0.837,7462785
SRR606249,family,0.004,Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.009,1631000,0.836,7462785
SRR606249,family,0.004,Bacteria;Aquificae;Aquificae;Aquificales;Aquificaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.014,1595000,0.835,7462785
SRR606249,family,0.003,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.006,1379000,0.831,7462785
SRR606249,family,0.003,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.003,1284000,0.829,7462785
SRR606249,family,0.001,Archaea;Nanoarchaeota;;Nanoarchaeales;Nanoarchaeaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.013,431000,0.801,7462785
SRR606249,family,0.001,Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.001,270000,0.789,7462785
SRR606249,family,0.556,unclassified,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.084,236093000,,7462785
SRR606249,genus,0.026,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.024,11214000,0.889,7462785
SRR606249,genus,0.025,Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Salinispora,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.021,10428000,0.887,7462785
SRR606249,genus,0.022,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.008,9304000,0.884,7462785
SRR606249,genus,0.018,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.011,7826000,0.879,7462785
SRR606249,genus,0.018,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.040,7614000,0.878,7462785
SRR606249,genus,0.017,Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.023,7288000,0.877,7462785
SRR606249,genus,0.017,Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.089,7039000,0.876,7462785
SRR606249,genus,0.016,Bacteria;Chloroflexi;Chloroflexia;Herpetosiphonales;Herpetosiphonaceae;Herpetosiphon,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.014,6604000,0.874,7462785
SRR606249,genus,0.015,Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.044,6384000,0.873,7462785
SRR606249,genus,0.014,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.058,5806000,0.871,7462785
SRR606249,genus,0.013,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.019,5691000,0.870,7462785
SRR606249,genus,0.013,Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanosarcina,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.010,5422000,0.869,7462785
SRR606249,genus,0.013,Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacterales Family III. Incertae Sedis;Caldicellulosiruptor,1b1b1d8e,outputs.paper/trim/SRR606249.trim.fq.gz,0.022,5378000,0.869,7462785
